LONGITUDE,LATITUDE,CLASS,ASPECT1,ELEVATION1,GEOLOGY1,LULC1,NDVI1,RAINFALL1,ROAD1,SLOPE1,SOIL1,STREAM1
88.543722,27.409861,1,211,1522.732421875,8,4.19706153869629,0.343261450529099,1178.28039550781,5,40,1,2
88.543722,27.409667,1,213,1500.54931640625,8,6.82406187057495,0.330327153205872,1178.28039550781,5,34,1,2
88.56456,27.5152,1,18,1386.97436523438,4,5.30288648605347,0.238982886075974,1388.72497558594,5,24,1,2
88.565472,27.514972,1,355,1393.91259765625,4,8,0.106909826397896,1388.72497558594,5,32,1,2
88.571167,27.40825,1,103,1651.47375488281,9,2,0.281389564275742,1221.06713867188,5,31,1,2
88.583028,27.426361,1,169,1652.40270996094,9,8.23618507385254,0.265330255031586,1273.73510742188,5,12,1,1
88.601694,27.437889,1,62,1789.89038085938,7.23478174209595,8,0.260543048381805,1307.77294921875,5,28,1,1
88.611667,27.429556,1,261,1518.83776855469,9,6.82406187057495,0.120687000453472,1313.39367675781,5,30,1,1
88.613972,27.437444,1,212,1577.533203125,5,8.00099754333496,0.273141980171204,1325.287109375,5,28,4,1
88.614583,27.398083,1,184,1611.37365722656,9,8.00099754333496,0.378902941942215,1279.66589355469,5,43,1,2
88.616083,27.418472,1,185,1390.02111816406,9,6.82406187057495,0.302430093288422,1307.22595214844,5,15,1,1
88.616778,27.418667,1,182,1395.70812988281,6.67125988006592,8.23518753051758,0.260942250490189,1312.57263183594,5,25,1,1
88.621083,27.417444,1,170,1386.08447265625,5,8.23941230773926,0.365061044692993,1307.35119628906,5,43,1,1
88.621222,27.417389,1,170,1386.08447265625,5,8.23941230773926,0.365061044692993,1307.35119628906,5,43,1,1
88.622361,27.417306,1,198,1391.61779785156,5,8.23941230773926,0.299272567033768,1312.9501953125,5,29,1,1
88.621667,27.395639,1,174,1599.61962890625,5,8.97465229034424,0.329342871904373,1291.71520996094,5,42,3.73279523849487,1
88.623333,27.418,1,97,1401.7998046875,5,8,0.293894588947296,1312.9501953125,5,25,1,1
